# index, _pos
4337,"array([-2.66580751, -1.97504713])"
4338,"array([-2.61775483, -2.13144959])"
4339,"array([-2.71993926, -2.13291587])"
4340,"array([-2.71657992, -2.0949722 ])"
4341,"array([-2.57104269, -1.95734608])"
4342,"array([-2.63387491, -2.09592023])"
4343,"array([-2.67317024, -2.1355894 ])"
4344,"array([-2.63372641, -2.00362825])"
4345,"array([-2.67154195, -2.0921519 ])"
4346,"array([-2.7180136 , -2.06056426])"
4347,"array([-2.6687475 , -2.05042485])"
4348,"array([-2.7686212 , -2.01036155])"
4349,"array([-2.68731195, -1.98411602])"
4350,"array([-2.78353348, -2.24591042])"
4351,"array([-2.76169458, -2.2210163 ])"
4352,"array([-2.60411496, -2.01068798])"
4353,"array([-2.76607999, -2.09639108])"
4354,"array([-2.57119419, -2.09017928])"
4355,"array([-2.76204857, -2.13794527])"
4356,"array([-2.77473582, -2.07794099])"
4357,"array([-2.74491646, -2.07836807])"
4358,"array([-2.73252253, -2.1978572 ])"
4359,"array([-2.73684877, -2.18267393])"
4360,"array([-2.71854736, -2.03629329])"
4361,"array([-2.6808023 , -2.11483954])"
4362,"array([-2.43843551, -1.92741941])"
4363,"array([-2.52543367, -1.97367393])"
4364,"array([-2.71738396, -2.16844054])"
4365,"array([-2.66195483, -2.1234935 ])"
4366,"array([-2.55864747, -2.04242568])"
4367,"array([-2.5908361 , -2.04154397])"
4368,"array([-2.62539467, -2.08583732])"
4369,"array([-2.55078056, -2.0021888 ])"
4370,"array([-2.55838831, -1.98829573])"
4371,"array([-2.71324572, -2.19470707])"
4372,"array([-2.70425884, -2.1484488 ])"
4373,"array([-2.69751479, -2.12308872])"
4374,"array([-2.57827835, -2.000173  ])"
4375,"array([-2.62899049, -2.06782647])"
4376,"array([-2.59119676, -1.99646475])"
4377,"array([-2.76440661, -2.06728831])"
4378,"array([-2.64886656, -1.90343216])"
4379,"array([-2.73155466, -2.25607429])"
4380,"array([-2.72556299, -2.22274797])"
4381,"array([-2.65635853, -2.04778211])"
4382,"array([-2.66442885, -2.20121415])"
4383,"array([-2.73555496, -2.15196241])"
4384,"array([-2.61829668, -2.00497572])"
4385,"array([-2.65137455, -2.01938043])"
4386,"array([-2.64279893, -1.97066887])"
4387,"array([-2.5631942 , -2.07285272])"
4388,"array([-2.77056653, -2.19766065])"
4389,"array([-2.75361234, -2.15085538])"
4390,"array([-2.76802892, -2.1183087 ])"
4391,"array([-2.72795843, -2.11727075])"
4392,"array([-2.5860298 , -2.01927048])"
4393,"array([-2.69124325, -2.1588423 ])"
4394,"array([-2.78808562, -2.12547535])"
4395,"array([-2.70843465, -2.12045521])"
4396,"array([-2.74596353, -2.11756212])"
4397,"array([-2.68777325, -2.21683145])"
4398,"array([-2.65165325, -2.03314223])"
4399,"array([-2.65986281, -2.164234  ])"
4400,"array([-2.70666772, -2.07108801])"
4401,"array([-2.62203231, -1.99446214])"
4402,"array([-2.65992313, -2.00961265])"
4403,"array([-2.77240475, -2.1621584 ])"
4404,"array([-2.59510113, -2.08436064])"
4405,"array([-2.69380291, -2.10669375])"
4406,"array([-2.64864989, -2.11936672])"
4407,"array([-2.75533344, -2.05380074])"
4408,"array([-2.62391625, -2.02298696])"
4409,"array([-2.69729584, -2.05587278])"
4410,"array([-2.57941429, -2.06071567])"
4411,"array([-2.61348269, -2.10903431])"
4412,"array([-2.73789025, -2.10199398])"
4413,"array([-2.63751308, -2.0220027 ])"
4414,"array([-2.57766023, -2.1156106 ])"
4415,"array([-2.62929871, -1.92636112])"
4416,"array([-2.74001413, -2.21239199])"
4417,"array([-2.74470122, -2.03964393])"
4418,"array([-2.70065637, -2.08706592])"
4419,"array([-2.65724018, -2.10380678])"
4420,"array([-2.23666559, -1.60740159])"
4421,"array([-2.21085603, -1.61598302])"
4422,"array([-2.30311488, -1.62955008])"
4423,"array([-2.29655345, -1.7328892 ])"
4424,"array([-2.33051696, -1.62164551])"
4425,"array([-2.38794375, -2.10406516])"
4426,"array([-2.34527619, -2.09220963])"
4427,"array([-2.25850792, -1.55162995])"
4428,"array([-2.35555092, -2.00719149])"
4429,"array([-2.28486703, -1.54101658])"
4430,"array([-2.35279152, -2.12191075])"
4431,"array([-2.41978543, -2.1585796 ])"
4432,"array([-2.2678633 , -1.63902721])"
4433,"array([-2.4343672 , -2.18258394])"
4434,"array([-2.24780177, -1.65753637])"
4435,"array([-2.22461897, -1.65196026])"
4436,"array([-2.18425488, -1.61491326])"
4437,"array([-2.07579258, -1.56299316])"
4438,"array([-2.1438527 , -1.61192188])"
4439,"array([-2.13125371, -1.59114054])"
4440,"array([-2.15855908, -1.55866494])"
4441,"array([-2.13521517, -1.57118068])"
4442,"array([-2.18737961, -1.58609367])"
4443,"array([-2.22542571, -1.56627946])"
4444,"array([-0.4860251 ,  0.51386064])"
4445,"array([-0.42019575,  0.64680816])"
4446,"array([-0.23678905,  0.81881733])"
4447,"array([-0.46772182,  0.60790302])"
4448,"array([-0.44431103,  0.59631002])"
4449,"array([-0.53227315,  0.54366524])"
4450,"array([-0.5120052 ,  0.53514739])"
4451,"array([-0.41726889,  0.4373609 ])"
4452,"array([-0.43931224,  0.42771765])"
4453,"array([-0.38942765,  0.49554124])"
4454,"array([-0.43771984,  0.4560968 ])"
4455,"array([-0.41278562,  0.48707344])"
4456,"array([-0.39330082,  0.46918437])"
4457,"array([-0.48394874,  0.44204933])"
4458,"array([-0.45251899,  0.49825899])"
4459,"array([-0.46672616,  0.57323576])"
4460,"array([-0.28685823,  0.76394785])"
4461,"array([-0.30959556,  0.7625632 ])"
4462,"array([-0.52336688,  0.50926536])"
4463,"array([-0.42970347,  0.50100735])"
4464,"array([-0.44363827,  0.5215318 ])"
4465,"array([-0.4399406 ,  0.47873822])"
4466,"array([-0.4648164 ,  0.47918864])"
4467,"array([-2.32813765,  0.52542027])"
4468,"array([-2.23950159,  0.52108305])"
4469,"array([-2.00395289, -0.03042535])"
4470,"array([-2.19095097,  0.47311039])"
4471,"array([-2.11858113,  0.79888013])"
4472,"array([-1.87869377,  0.90028272])"
4473,"array([-2.0747362 ,  0.23662828])"
4474,"array([-2.07987919,  0.30237636])"
4475,"array([-2.13017535,  0.81954472])"
4476,"array([-2.16889799,  0.39294688])"
4477,"array([-1.99075974,  0.37620748])"
4478,"array([-2.25346962,  0.53444258])"
4479,"array([-2.21530627,  0.53638511])"
4480,"array([-2.240211  ,  0.55989704])"
4481,"array([-2.20622903,  0.55705261])"
4482,"array([-2.04697986,  0.82560199])"
4483,"array([-1.99147553,  0.86675649])"
4484,"array([-2.14594523, -0.35799512])"
4485,"array([-2.26935489,  0.54337928])"
4486,"array([-2.29747951, -0.43139155])"
4487,"array([-2.27665087, -0.45770401])"
4488,"array([-2.4226733 ,  0.57106305])"
4489,"array([-2.23996093,  0.15315553])"
4490,"array([-2.04210714,  0.74685812])"
4491,"array([-2.43864034,  0.38773244])"
4492,"array([-2.38718213,  0.42788916])"
4493,"array([-2.04168328, -0.20405327])"
4494,"array([-2.22499899,  0.20106552])"
4495,"array([-2.42475223,  0.47148188])"
4496,"array([-2.30895971,  0.56105694])"
4497,"array([-2.38505504, -0.50327838])"
4498,"array([-1.97425819,  0.81974714])"
4499,"array([-1.94622412,  0.84289307])"
4500,"array([-2.00839598,  0.79379079])"
4501,"array([-2.00021301,  0.83309013])"
4502,"array([-2.13917432,  0.24301725])"
4503,"array([-2.12803204,  0.25991344])"
4504,"array([-2.53618021,  0.25252821])"
4505,"array([-2.15950229, -0.31171687])"
4506,"array([-2.11410306, -0.27920246])"
4507,"array([-2.04436797, -0.01357487])"
4508,"array([-2.06898831,  0.17416965])"
4509,"array([-2.28833611,  0.15049747])"
4510,"array([-2.03130496, -0.15057269])"
4511,"array([-2.20996962,  0.2735095 ])"
4512,"array([-2.17411534,  0.49070923])"
4513,"array([-2.50041099,  0.44137367])"
4514,"array([-2.52631052,  0.44039161])"
4515,"array([-2.49707889,  0.32798315])"
4516,"array([-2.4276202 ,  0.26593693])"
4517,"array([-2.37904542,  0.30072093])"
4518,"array([-2.14779162,  0.52016882])"
4519,"array([-2.48623734,  0.2703394 ])"
4520,"array([-2.57083926,  0.25888826])"
4521,"array([-2.6003973 ,  0.24090842])"
4522,"array([-2.52945244,  0.21970375])"
4523,"array([-2.26639958,  0.4020436 ])"
4524,"array([-2.51331495,  0.41260923])"
4525,"array([-2.06139434,  0.44073706])"
4526,"array([-2.02608237, -0.06652665])"
4527,"array([-2.21556068,  0.39874565])"
4528,"array([-2.22485652,  0.4193808 ])"
4529,"array([-2.38798152,  0.57017907])"
4530,"array([-2.22989391,  0.60418376])"
4531,"array([-1.98818542,  0.13272115])"
4532,"array([-2.18917669,  0.1358351 ])"
4533,"array([-2.33400459, -0.44820754])"
4534,"array([-2.13532981,  0.030364  ])"
4535,"array([-2.08732368,  0.01318934])"
4536,"array([-2.06943986, -0.00656654])"
4537,"array([-1.98536647,  0.40340765])"
4538,"array([-2.31354891,  0.29334914])"
4539,"array([-1.90528309,  0.29520871])"
4540,"array([-2.18615745, -0.40863176])"
4541,"array([-2.16043133,  0.07249663])"
4542,"array([-2.02083563,  0.16587681])"
4543,"array([-2.32819103,  0.39638839])"
4544,"array([-2.58731477,  0.38761246])"
4545,"array([-2.24428235,  0.40119271])"
4546,"array([-2.13298385, -0.26704703])"
4547,"array([-2.36062922, -0.47573146])"
4548,"array([-2.11418052,  0.74142732])"
4549,"array([-2.0958035 ,  0.72003447])"
4550,"array([-2.27081354, -0.39881603])"
4551,"array([-2.51283293,  0.35266396])"
4552,"array([-2.19370279,  0.02797899])"
4553,"array([-2.38139212,  0.50673111])"
4554,"array([-2.48017198,  0.23357662])"
4555,"array([-2.58306018,  0.3476641 ])"
4556,"array([-2.09454591,  0.63779067])"
4557,"array([-2.17505081,  0.28831959])"
4558,"array([-2.15723651, -0.24488048])"
4559,"array([-2.13334976,  0.84094096])"
4560,"array([-2.41642555,  0.49642678])"
4561,"array([-2.15883415,  0.26686782])"
4562,"array([-2.45096089,  0.55679024])"
4563,"array([-2.42146259,  0.42601985])"
4564,"array([-1.93169142,  0.05945362])"
4565,"array([-1.94029386,  0.0389898 ])"
4566,"array([-1.95457914,  0.33771327])"
4567,"array([-1.98183396,  0.36463924])"
4568,"array([-2.40689958,  0.52845298])"
4569,"array([-2.15388847,  0.14703717])"
4570,"array([-2.35725716,  0.26244693])"
4571,"array([-2.29856428,  0.30825621])"
4572,"array([-2.04185253,  0.19687886])"
4573,"array([-2.05008749,  0.17870279])"
4574,"array([-2.05561721,  0.31545629])"
4575,"array([-2.03729524,  0.12844086])"
4576,"array([-2.1154144 ,  0.71089251])"
4577,"array([-2.34311765,  0.29116385])"
4578,"array([-2.16506211,  0.04125367])"
4579,"array([-2.55668569,  0.38799702])"
4580,"array([-2.44039202,  0.36457645])"
4581,"array([-2.45229987,  0.46530691])"
4582,"array([-2.39755357,  0.50068072])"
4583,"array([-2.48947796,  0.53851762])"
4584,"array([-2.48016503,  0.37309725])"
4585,"array([-2.52613076,  0.30779887])"
4586,"array([-2.53375796,  0.32570778])"
4587,"array([-2.5557283 ,  0.30878566])"
4588,"array([-2.22335787, -0.45829473])"
4589,"array([-2.53652455,  0.28833454])"
4590,"array([-2.10159707,  0.77791564])"
4591,"array([-2.11994307,  0.08881409])"
4592,"array([-2.59439046,  0.30407465])"
4593,"array([-1.95280566,  0.10687235])"
4594,"array([-2.03269739,  0.32148135])"
4595,"array([-2.04001507,  0.29542103])"
4596,"array([-2.21356696,  0.16677339])"
4597,"array([-2.4014533,  0.2836767])"
4598,"array([-2.536539 ,  0.4148559])"
4599,"array([-2.01219752,  0.10308012])"
4600,"array([-2.20063652, -0.34055107])"
4601,"array([-2.25948828,  0.47825804])"
4602,"array([-1.97152173,  0.0378168 ])"
4603,"array([-2.00654781,  0.73000576])"
4604,"array([-2.08773794,  0.20291968])"
4605,"array([-2.10211429,  0.21715688])"
4606,"array([-2.35497555, -0.49635483])"
4607,"array([-2.16354643,  0.45102342])"
4608,"array([-2.15191998,  0.4203797 ])"
4609,"array([-2.07325169,  0.37123453])"
4610,"array([-2.18534706,  0.15961258])"
4611,"array([-1.97129408,  0.08902009])"
4612,"array([-2.47440088,  0.5723666 ])"
4613,"array([-2.20798211,  0.50647101])"
4614,"array([-2.39458781,  0.26240429])"
4615,"array([-2.21913557,  0.36515792])"
4616,"array([-2.00754833, -0.22164178])"
4617,"array([-2.09862196,  0.25303171])"
4618,"array([-2.13619179,  0.0063741 ])"
4619,"array([-2.13187757,  0.20047275])"
4620,"array([-2.56448767,  0.22179286])"
4621,"array([-2.34335626,  0.2464028 ])"
4622,"array([-2.45389185,  0.5257916 ])"
4623,"array([-2.51594454,  0.55028442])"
4624,"array([-2.23807478, -0.36898366])"
4625,"array([-2.15269597,  0.2100446 ])"
4626,"array([-2.01298916, -0.09467507])"
4627,"array([-2.27581578, -0.03398517])"
4628,"array([-2.24074673,  0.35262166])"
4629,"array([-2.31199854,  0.41786757])"
4630,"array([-2.17459981,  0.43154484])"
4631,"array([-2.067441  , -0.03327756])"
4632,"array([-2.17545604, -0.07291809])"
4633,"array([-2.33523426,  0.20659292])"
4634,"array([-1.97234261, -0.16863722])"
4635,"array([-2.62620281,  0.30813473])"
4636,"array([-2.127346  ,  0.16527886])"
4637,"array([-2.15377804,  0.17718548])"
4638,"array([-2.13447449,  0.7557784 ])"
4639,"array([-2.15696654,  0.49778995])"
4640,"array([-1.91366385,  0.02659855])"
4641,"array([-1.93680808,  0.01615865])"
4642,"array([-2.17683737,  0.18682968])"
4643,"array([-2.1876005 ,  0.31079423])"
4644,"array([-2.13822617,  0.29205989])"
4645,"array([-1.91177607, -0.00364919])"
4646,"array([-2.04141646,  0.22420337])"
4647,"array([-1.9242655 ,  0.88604787])"
4648,"array([-2.07462414,  0.69854981])"
4649,"array([-2.28544368, -0.09711184])"
4650,"array([-1.96630187,  0.14737129])"
4651,"array([-2.15270859,  0.12009633])"
4652,"array([-2.10783694,  0.16016519])"
4653,"array([-2.28685306,  0.41846746])"
4654,"array([-2.25285218,  0.41979789])"
4655,"array([-2.17642633,  0.53581721])"
4656,"array([-2.11466017,  0.42509348])"
4657,"array([-2.14731671,  0.7223373 ])"
4658,"array([-2.09929449, -0.24595793])"
4659,"array([-2.46948301,  0.4438284 ])"
4660,"array([-2.06791145, -0.24562271])"
4661,"array([-2.32510271,  0.32933905])"
4662,"array([-2.26301617,  0.37137678])"
4663,"array([-2.34589543,  0.15828919])"
4664,"array([-2.32189441,  0.17161734])"
4665,"array([-2.09865708,  0.09090608])"
4666,"array([-2.48466295,  0.20459832])"
4667,"array([-2.02194078,  0.38028216])"
4668,"array([-1.88745374, -0.01318807])"
4669,"array([-2.46816868,  0.3538362 ])"
4670,"array([-2.11656132,  0.58006919])"
4671,"array([-1.89556349,  0.88163473])"
4672,"array([-2.1950084 ,  0.42790449])"
4673,"array([-2.16343942,  0.00293352])"
4674,"array([-1.92067657,  0.86453316])"
4675,"array([-2.01784826,  0.19823339])"
4676,"array([-2.20915874,  0.44469044])"
4677,"array([-2.37264696,  0.46849656])"
4678,"array([-2.28560785,  0.44818991])"
4679,"array([-2.4312065 ,  0.54329396])"
4680,"array([-2.21385343,  0.10678928])"
4681,"array([-2.20876649,  0.32679885])"
4682,"array([-1.95911724, -0.22016589])"
4683,"array([-1.97885863, -0.20343819])"
4684,"array([-2.39926414,  0.4473178 ])"
4685,"array([-2.1442523 ,  0.35483177])"
4686,"array([-2.06177515,  0.38988065])"
4687,"array([-2.18798325,  0.66480449])"
4688,"array([-2.10481842, -0.30515097])"
4689,"array([-2.1278012 ,  0.51981975])"
4690,"array([-2.13359256,  0.46784633])"
4691,"array([-2.11811412,  0.50569186])"
4692,"array([-2.20184529, -0.50772791])"
4693,"array([-2.154351  , -0.53394162])"
4694,"array([-2.18164402, -0.49383117])"
4695,"array([-2.13342313, -0.52393575])"
4696,"array([-2.15970193,  0.47491773])"
4697,"array([-2.66382061,  0.22146217])"
4698,"array([-2.65574788,  0.24507554])"
4699,"array([-2.62700773,  0.24093023])"
4700,"array([-2.13032214, -0.24585652])"
4701,"array([-2.50157919,  0.22008417])"
4702,"array([-2.22308231,  0.23687963])"
4703,"array([-2.31846309, -0.47732764])"
4704,"array([-2.51331368, -0.10606266])"
4705,"array([-2.46381196, -0.04292054])"
4706,"array([-2.27674616,  0.03013659])"
4707,"array([-2.32557983,  0.0150089 ])"
4708,"array([-2.41965343, -0.0997215 ])"
4709,"array([-2.44423019, -0.1385041 ])"
4710,"array([-2.5425595, -0.0537022])"
4711,"array([-2.54910915, -0.10575611])"
4712,"array([-2.38228751, -0.18199687])"
4713,"array([-2.30431932e+00,  1.41966768e-03])"
4714,"array([-2.50649402, -0.04574619])"
4715,"array([-2.34992521, -0.19385936])"
4716,"array([-2.30710735,  0.03070411])"
4717,"array([-2.42433084, -0.19826445])"
4718,"array([-2.43038725, -0.17496389])"
4719,"array([-2.24277405,  0.0206182 ])"
4720,"array([-2.41008351, -0.23054394])"
4721,"array([-2.39324976, -0.15682148])"
4722,"array([-2.14463321,  0.05508736])"
4723,"array([-2.14281125,  0.08876168])"
4724,"array([-2.57044723, -0.06814559])"
4725,"array([-2.31215771, -0.18270468])"
4726,"array([-2.25189679, -0.16463016])"
4727,"array([-2.3515707 , -0.21319021])"
4728,"array([-2.41798438, -0.15408376])"
4729,"array([-2.44352664, -0.11539978])"
4730,"array([-2.39183238, -0.19300641])"
4731,"array([-2.45402628, -0.20906161])"
4732,"array([-2.27386636,  0.00534289])"
4733,"array([-2.36204855, -0.05615503])"
4734,"array([-2.42897825, -0.23943188])"
4735,"array([-2.57527496, -0.09367682])"
4736,"array([-2.38085141, -0.23555716])"
4737,"array([-2.39228426, -0.14178971])"
4738,"array([-2.45674371, -0.23858006])"
4739,"array([-2.34990573, -0.12590763])"
4740,"array([-2.38630164, -0.05638779])"
4741,"array([-2.38671047, -0.09252147])"
4742,"array([-2.36713365, -0.10809281])"
4743,"array([-2.13843008, -0.05144923])"
4744,"array([-2.39632277, -0.21335423])"
4745,"array([-2.41584211, -0.04540442])"
4746,"array([-2.47069869, -0.10270977])"
4747,"array([-2.40025675, -0.07312409])"
4748,"array([-2.41088995, -0.17830112])"
4749,"array([-2.23993283, -0.13431031])"
4750,"array([-2.32408744, -0.13734394])"
4751,"array([-2.36521337, -0.17506116])"
4752,"array([-2.44339608, -0.08515054])"
4753,"array([-2.2553524 , -0.10976591])"
4754,"array([-2.27603856, -0.14632901])"
4755,"array([-2.44983878, -0.16848225])"
4756,"array([-2.26474759, -0.18927521])"
4757,"array([-2.37264686, -0.03211303])"
4758,"array([-2.47992373, -0.18692992])"
4759,"array([-2.06119229,  0.49129082])"
4760,"array([-2.41452484,  0.21442258])"
4761,"array([-2.39624918,  0.2379228 ])"
4762,"array([-2.5695466 ,  0.16290391])"
4763,"array([-1.92889306,  0.31538286])"
4764,"array([-2.02726433,  0.80079078])"
4765,"array([-1.98691465,  0.79505322])"
4766,"array([-2.21514179,  0.4749162 ])"
4767,"array([-2.34807304,  0.56841672])"
4768,"array([-2.55052709,  0.18644344])"
4769,"array([-2.34031612,  0.59196041])"
4770,"array([-2.34040524,  0.61372108])"
4771,"array([-2.22879864,  0.32179896])"
4772,"array([-2.04044313,  0.84923008])"
4773,"array([-2.08585511,  0.35424066])"
4774,"array([-2.3349027 , -0.23596262])"
4775,"array([-2.35580889, -0.24552235])"
4776,"array([-2.5887659 ,  0.20018209])"
4777,"array([-2.42582851,  0.23311781])"
4778,"array([-2.13052095,  0.54014964])"
4779,"array([-2.02008118,  0.40607894])"
4780,"array([-2.008263  ,  0.42889456])"
4781,"array([-2.09557429,  0.49666047])"
